the,4699,20417,127870
i,4689,20700,127870
you,3842,17738,127870
and,2792,11625,127870
a,2722,11682,127870
to,2428,10632,127870
it,2024,9518,127870
me,1966,9615,127870
im,1882,8284,127870
my,1787,8461,127870
in,1456,6769,127870
that,1317,5689,127870
on,1273,5908,127870
like,1254,5422,127870
get,1015,4016,127870
of,961,3826,127870
so,896,3944,127870
your,874,4340,127870
is,855,3468,127870
with,841,3482,127870
be,829,3871,127870
up,793,3802,127870
got,778,3558,127870
they,777,2791,127870
dont,752,3387,127870
for,750,3542,127870
know,740,3341,127870
its,730,3105,127870
but,724,3119,127870
we,703,3687,127870
this,696,3077,127870
just,686,3228,127870
all,654,3546,127870
when,623,2517,127870
what,609,2778,127870
aint,597,2495,127870
do,594,2696,127870
out,546,2154,127870
no,535,2756,127870
she,512,2509,127870
now,504,2235,127870
yeah,504,1999,127870
if,501,2210,127870
cause,458,1821,127870
go,441,2284,127870
ya,429,1684,127870
can,411,2344,127870
her,387,1631,127870
see,386,1894,127870
want,379,1373,127870
say,370,1584,127870
money,367,1419,127870
one,355,1564,127870
at,348,1482,127870
cant,331,1424,127870
back,327,1609,127870
from,324,1359,127870
make,318,1637,127870
not,307,1115,127870
was,303,1454,127870
shit,297,1357,127870
love,295,2043,127870
tell,294,1174,127870
man,293,1466,127870
down,288,1827,127870
time,282,1340,127870
as,280,964,127870
baby,277,1731,127870
em,277,1079,127870
thats,275,1200,127870
come,273,1220,127870
wanna,266,1398,127870
girl,264,2071,127870
he,263,1009,127870
never,263,1393,127870
off,261,1001,127870
then,256,1142,127870
how,254,1242,127870
some,250,1018,127870
mad,248,247,127870
nigga,247,1186,127870
let,246,1484,127870
bitch,243,799,127870
way,240,1231,127870
chorus,236,1081,127870
niggas,236,735,127870
youre,234,837,127870
fuck,233,774,127870
them,232,985,127870
why,230,774,127870
right,226,1138,127870
take,225,1286,127870
still,219,645,127870
hot,218,412,127870
where,218,778,127870
keep,212,953,127870
need,207,1161,127870
yo,203,902,127870
look,199,802,127870
world,195,557,127870
have,194,990,127870
oh,194,1548,127870
here,192,916,127870
more,183,816,127870
even,183,692,127870
ill,181,958,127870
are,181,795,127870
could,180,701,127870
la,177,1209,127870
call,176,750,127870
life,174,874,127870
put,170,903,127870
show,170,547,127870
think,169,751,127870
about,169,861,127870
or,167,892,127870
ever,165,526,127870
who,161,795,127870
best,161,447,127870
boy,159,592,127870
had,155,721,127870
good,155,680,127870
yall,150,600,127870
gotta,148,1011,127870
little,148,531,127870
will,147,696,127870
his,146,476,127870
been,142,737,127870
these,141,671,127870
give,140,808,127870
ass,137,539,127870
there,137,690,127870
new,134,634,127870
too,134,569,127870
an,132,521,127870
really,132,658,127870
well,131,553,127870
than,131,555,127870
gonna,130,668,127870
through,130,531,127870
bout,129,553,127870
every,129,592,127870
by,128,610,127870
feel,128,823,127870
stop,125,472,127870
verse,124,548,127870
lets,123,564,127870
over,123,602,127870
us,122,592,127870
him,122,458,127870
wont,119,447,127870
same,118,423,127870
said,118,665,127870
around,117,588,127870
try,115,443,127870
only,114,515,127870
hit,114,582,127870
head,113,452,127870
hard,112,523,127870
girls,111,370,127870
hey,110,730,127870
better,110,544,127870
theres,107,407,127870
big,107,552,127870
am,106,463,127870
talk,106,450,127870
told,104,374,127870
another,102,305,127870
cuz,102,347,127870
done,102,437,127870
game,100,412,127870
hoes,99,224,127870
thing,98,477,127870
bad,98,384,127870
run,96,322,127870
gon,95,447,127870
would,94,453,127870
real,94,466,127870
fuckin,94,248,127870
day,92,544,127870
were,91,472,127870
hear,91,394,127870
before,90,343,127870
live,90,353,127870
damn,90,447,127870
while,90,364,127870
two,90,415,127870
gimme,88,141,127870
front,88,178,127870
something,87,364,127870
ive,87,434,127870
seen,87,286,127870
stay,85,559,127870
wine,85,117,127870
whats,85,355,127870
find,85,315,127870
because,85,288,127870
da,83,374,127870
mean,83,370,127870
hate,82,233,127870
hes,82,214,127870
should,82,367,127870
yes,81,305,127870
low,81,272,127870
first,80,328,127870
gone,80,412,127870
mind,80,514,127870
g,79,177,127870
talking,79,200,127870
beat,79,410,127870
ask,78,275,127870
away,76,440,127870
watch,76,329,127870
nothing,76,407,127870
light,76,308,127870
break,76,292,127870
made,75,351,127870
last,74,291,127870
end,74,252,127870
top,74,314,127870
shes,74,297,127870
dat,74,172,127870
song,74,229,127870
into,73,276,127870
everything,73,369,127870
might,73,302,127870
shake,73,209,127870
always,72,421,127870
fucking,72,225,127870
heart,72,378,127870
listen,71,209,127870
fresh,71,183,127870
music,70,233,127870
didnt,70,222,127870
people,70,323,127870
tryin,69,225,127870
crazy,69,337,127870
na,69,195,127870
other,69,301,127870
looking,69,221,127870
grind,68,169,127870
god,68,283,127870
hold,68,354,127870
things,68,340,127870
going,68,338,127870
home,67,321,127870
long,67,349,127870
play,67,372,127870
whole,67,284,127870
guess,67,218,127870
tryna,65,239,127870
face,65,305,127870
gal,65,81,127870
drop,63,341,127870
change,63,289,127870
bitches,63,253,127870
talkin,63,193,127870
did,63,333,127870
much,62,271,127870
again,62,288,127870
used,62,239,127870
came,62,248,127870
hell,62,202,127870
name,61,347,127870
bring,61,247,127870
ma,61,242,127870
cash,60,230,127870
our,60,282,127870
smoke,60,159,127870
leave,60,402,127870
chamillionaire,60,110,127870
ride,60,328,127870
turn,59,344,127870
trying,59,264,127870
shot,59,153,127870
fly,59,349,127870
body,59,385,127870
must,59,179,127870
doin,58,170,127870
ha,58,243,127870
thought,58,256,127870
feeling,57,224,127870
saying,57,141,127870
everybody,57,271,127870
haters,56,168,127870
hand,55,243,127870
goes,55,177,127870
touch,55,229,127870
any,55,175,127870
rock,55,283,127870
walk,55,337,127870
wrong,54,230,127870
lookin,54,292,127870
2,53,321,127870
till,53,270,127870
black,53,212,127870
eyes,53,258,127870
believe,53,236,127870
club,53,309,127870
three,53,182,127870
chain,52,129,127870
yea,52,335,127870
high,52,356,127870
flow,52,202,127870
work,52,351,127870
nah,52,117,127870
please,52,275,127870
bit,52,152,127870
sick,52,158,127870
nothin,51,234,127870
okay,51,213,127870
polo,51,67,127870
1,51,248,127870
myself,51,215,127870
stand,51,158,127870
left,51,244,127870
next,50,225,127870
box,50,86,127870
ima,50,356,127870
marco,50,49,127870
homie,50,149,127870
id,50,233,127870
throw,50,301,127870
mine,50,310,127870
though,50,220,127870
full,49,171,127870
uh,49,426,127870
goin,49,383,127870
check,49,231,127870
hoe,49,138,127870
old,49,187,127870
apple,49,59,127870
getting,49,226,127870
streets,48,168,127870
girlfriend,48,97,127870
after,48,157,127870
cut,47,146,127870
oooh,47,80,127870
di,47,157,127870
