the,3610,18304,95259
i,3237,16384,95259
you,2742,13535,95259
a,2059,9988,95259
and,1878,9074,95259
to,1839,8762,95259
my,1483,7644,95259
im,1411,6407,95259
it,1328,7738,95259
me,1271,6568,95259
in,1138,5841,95259
on,1084,5698,95259
that,1066,5179,95259
like,1000,4499,95259
of,762,3478,95259
with,707,3299,95259
up,676,3552,95259
your,672,3664,95259
this,617,2675,95259
get,595,3191,95259
dont,588,3079,95259
all,585,3557,95259
be,583,2928,95259
for,570,2975,95259
but,548,2638,95259
we,546,3187,95259
so,542,2747,95259
know,537,2663,95259
got,536,2816,95259
is,529,2782,95259
they,495,2239,95259
she,493,2113,95259
its,489,2448,95259
just,447,2470,95259
when,409,2092,95259
now,391,1931,95259
aint,386,1887,95259
what,376,2153,95259
yeah,368,1650,95259
her,365,1677,95259
niggas,348,1208,95259
go,346,1879,95259
nigga,342,1501,95259
shit,341,1486,95259
oh,338,1187,95259
how,333,1089,95259
at,327,1543,95259
out,315,1738,95259
thats,312,1095,95259
no,308,1933,95259
do,307,1944,95259
cause,302,1430,95259
if,289,1631,95259
see,279,1344,95259
back,277,1327,95259
can,277,1848,95259
down,275,1402,95259
them,273,1222,95259
girl,269,1535,95259
make,259,1421,95259
right,257,1119,95259
wanna,249,1398,95259
was,248,1245,95259
life,239,781,95259
em,239,992,95259
some,237,989,95259
one,236,1199,95259
fuck,235,954,95259
from,226,1161,95259
say,224,1179,95259
never,222,1185,95259
take,219,1110,95259
love,217,1556,95259
time,216,1095,95259
want,214,1202,95259
where,212,792,95259
about,205,863,95259
here,196,871,95259
put,190,889,95259
man,190,986,95259
bitch,187,969,95259
tell,186,1010,95259
he,186,768,95259
then,184,859,95259
why,179,568,95259
not,174,946,95259
cant,174,1062,95259
off,173,1039,95259
mad,173,172,95259
let,171,1137,95259
money,169,1075,95259
keep,167,895,95259
have,163,748,95259
need,162,879,95259
baby,161,1028,95259
been,156,756,95259
come,155,930,95259
as,154,726,95259
way,152,884,95259
only,151,529,95259
chorus,149,754,95259
these,146,720,95259
look,146,571,95259
live,138,411,95259
think,138,699,95259
good,137,734,95259
more,136,596,95259
youre,136,823,95259
mean,135,276,95259
show,135,431,95259
ill,133,712,95259
ya,129,809,95259
gotta,127,869,95259
verse,126,586,95259
who,126,618,95259
game,124,457,95259
too,124,645,95259
yo,122,582,95259
could,120,544,95259
his,120,375,95259
give,118,765,95259
had,117,621,95259
gonna,117,588,95259
ass,117,669,95259
feel,117,570,95259
there,115,570,95259
by,114,536,95259
still,113,603,95259
really,112,474,95259
or,111,566,95259
body,110,503,95259
another,109,283,95259
said,107,469,95259
us,106,521,95259
hit,104,512,95259
bitches,103,428,95259
call,103,553,95259
are,103,701,95259
through,102,546,95259
away,98,394,95259
night,98,600,95259
over,98,563,95259
getting,98,330,95259
around,97,506,95259
than,97,455,95259
better,95,503,95259
lets,93,524,95259
new,92,438,95259
yall,92,350,95259
la,91,394,95259
bout,89,398,95259
uh,89,348,95259
real,88,479,95259
should,88,344,95259
made,88,341,95259
high,87,448,95259
ima,86,390,95259
hey,86,344,95259
goin,85,342,95259
every,85,490,95259
looking,85,330,95259
hard,85,426,95259
stay,84,412,95259
top,83,360,95259
2,83,362,95259
hood,83,373,95259
head,83,362,95259
before,82,339,95259
play,82,363,95259
day,81,536,95259
gon,80,403,95259
an,78,448,95259
mind,78,436,95259
run,77,360,95259
even,77,408,95259
him,77,315,95259
next,76,239,95259
try,76,341,95259
hook,76,272,95259
will,76,495,95259
would,75,350,95259
wont,74,425,95259
stop,74,547,95259
bad,74,399,95259
club,72,332,95259
big,72,473,95259
talk,71,299,95259
told,71,297,95259
am,70,389,95259
did,70,296,95259
world,69,375,95259
gone,68,331,95259
hate,68,232,95259
little,68,357,95259
long,67,266,95259
kiss,67,194,95259
watch,67,225,95259
shes,67,249,95259
boy,66,389,95259
leave,66,358,95259
mine,66,262,95259
much,65,246,95259
last,65,339,95259
were,65,377,95259
damn,65,283,95259
name,64,266,95259
ever,64,354,95259
theres,63,245,95259
lil,63,194,95259
while,63,285,95259
thought,63,233,95259
ive,62,409,95259
something,61,336,95259
hold,61,265,95259
bye,61,97,95259
same,60,288,95259
drop,59,244,95259
tryna,59,217,95259
nothing,59,246,95259
home,58,256,95259
cash,58,219,95259
two,58,268,95259
talking,57,226,95259
1,56,248,95259
camera,55,77,95259
first,55,325,95259
team,55,127,95259
thing,55,293,95259
feeling,54,288,95259
turn,54,333,95259
black,54,255,95259
heart,54,348,95259
well,54,330,95259
ay,54,116,95259
wild,54,117,95259
whats,53,282,95259
done,53,304,95259
die,53,333,95259
whole,52,236,95259
face,52,272,95259
going,52,321,95259
fucking,52,308,95259
find,52,300,95259
hoes,51,243,95259
trying,51,283,95259
imma,51,372,95259
other,51,245,95259
rock,51,279,95259
work,51,289,95259
everybody,51,242,95259
round,50,222,95259
our,50,286,95259
always,50,296,95259
god,50,271,95259
cry,50,130,95259
seen,50,239,95259
though,50,189,95259
into,49,232,95259
fuckin,49,205,95259
hear,49,288,95259
hands,49,298,95259
dick,48,175,95259
beat,48,258,95259
again,47,266,95259
cuz,47,170,95259
used,47,244,95259
might,47,227,95259
til,47,186,95259
listen,45,139,95259
came,45,241,95259
things,45,241,95259
knew,45,134,95259
song,45,188,95259
fly,45,610,95259
wrong,44,175,95259
took,44,162,95259
bang,44,189,95259
lot,44,200,95259
front,44,162,95259
roll,43,227,95259
door,43,143,95259
couple,43,189,95259
alone,43,126,95259
ride,43,304,95259
best,42,280,95259
people,42,257,95259
girls,42,301,95259
friends,42,168,95259
shot,42,173,95259
gettin,42,222,95259
break,42,205,95259
wait,42,211,95259
rap,42,211,95259
fight,41,126,95259
homie,41,273,95259
dope,41,112,95259
because,41,211,95259
full,40,203,95259
cut,40,163,95259
ask,40,195,95259
end,40,152,95259
care,40,190,95259
hell,40,220,95259
tonight,39,246,95259
yea,39,201,95259
smoke,39,189,95259
mama,39,152,95259
young,39,241,95259
bring,39,231,95259
throw,39,169,95259
doing,39,185,95259
bag,39,130,95259
loves,39,58,95259
white,39,188,95259
cold,38,197,95259
light,38,200,95259
heard,38,173,95259
living,38,221,95259
different,38,119,95259
ones,38,133,95259
hand,37,164,95259
dead,37,169,95259
didnt,37,152,95259
bottles,37,162,95259
ooh,37,177,95259
flow,37,217,95259
fast,37,155,95259
red,37,168,95259
low,37,180,95259
their,37,133,95259
swear,37,143,95259
being,36,117,95259
pull,36,173,95259
nobody,36,199,95259
after,36,191,95259
fck,36,183,95259
kill,36,142,95259
blow,36,160,95259
half,35,140,95259
wish,35,163,95259
haters,35,136,95259
guess,35,174,95259
taking,35,128,95259
old,35,223,95259
party,34,250,95259
bow,34,106,95259
hope,34,182,95259
id,34,135,95259
fresh,34,141,95259
pussy,34,147,95259
lookin,33,106,95259
gave,33,145,95259
50,33,109,95259
bet,33,123,95259
till,33,229,95259
own,33,216,95259
city,33,209,95259
dog,33,141,95259
believe,33,227,95259
everything,33,251,95259
pop,33,184,95259
walk,33,249,95259
side,33,150,95259
shut,33,73,95259
without,32,127,95259
car,32,164,95259
playing,32,137,95259
block,32,140,95259
must,32,90,95259
fallin,31,39,95259
3,31,166,95259
line,31,158,95259
change,31,185,95259
since,31,148,95259
bed,31,157,95259
already,31,118,95259
eyes,31,290,95259
knows,31,98,95259
hot,31,192,95259
left,31,192,95259
mouth,30,112,95259
set,30,168,95259
100,30,46,95259
whip,30,91,95259
slippin,30,39,95259
super,30,57,95259
friend,29,92,95259
start,29,156,95259
close,29,128,95259
coming,29,189,95259
thuggin,29,33,95259
open,29,131,95259
eat,29,103,95259
floor,29,168,95259
whatever,29,115,95259
lights,29,127,95259
bar,29,90,95259
saying,28,122,95259
spit,28,93,95259
past,28,92,95259
star,28,124,95259
somebody,28,176,95259
went,28,121,95259
pick,28,83,95259
jesus,28,51,95259
luv,28,34,95259
fake,28,77,95259
downdown,28,27,95259
move,28,250,95259
stand,28,142,95259
five,28,88,95259
everyday,28,66,95259
running,28,162,95259
forget,28,121,95259
catch,28,124,95259
music,27,160,95259
streets,27,149,95259
smoking,27,144,95259
beautiful,27,116,95259
hello,27,62,95259
crazy,27,180,95259
classy,27,34,95259
true,27,113,95259
dream,27,151,95259
wit,27,235,95259
kid,27,115,95259
games,27,64,95259
ladies,27,113,95259
feet,27,96,95259
road,27,95,95259
wanted,27,78,95259
words,27,102,95259
paper,26,187,95259
nggas,26,92,95259
yes,26,158,95259
enough,26,141,95259
shawty,26,167,95259
sun,26,142,95259
number,26,125,95259
crack,26,85,95259
blood,26,115,95259
late,26,176,95259
jet,26,99,95259
under,26,117,95259
cool,26,144,95259
place,26,187,95259
lose,26,129,95259
rolling,26,118,95259
water,26,93,95259
ngga,26,102,95259
sick,26,127,95259
has,25,92,95259
west,25,69,95259
tryin,25,142,95259
caught,25,96,95259
deal,25,84,95259
morning,25,117,95259
chick,25,101,95259
sometimes,25,126,95259
kinda,25,75,95259
above,25,58,95259
daddy,25,96,95259
maybe,25,128,95259
understand,25,124,95259
buy,25,97,95259
hes,25,117,95259
straight,25,149,95259
reason,25,66,95259
step,25,127,95259
shoot,25,89,95259
holding,25,55,95259
probably,25,113,95259
finally,25,60,95259
house,25,204,95259
calling,25,60,95259
check,25,178,95259
kids,24,119,95259
riding,24,123,95259
times,24,157,95259
making,24,129,95259
sound,24,132,95259
school,24,155,95259
together,24,109,95259
touch,24,102,95259
clothes,24,82,95259
rappers,24,74,95259
those,24,148,95259
nice,24,105,95259
ice,24,132,95259
few,24,88,95259
mother,24,83,95259
momma,24,109,95259
until,24,150,95259
o,24,129,95259
word,24,95,95259
please,24,173,95259
shouldve,24,35,95259
sleep,24,136,95259
women,24,120,95259
ghetto,24,85,95259
nothin,23,77,95259
pass,23,100,95259
year,23,90,95259
cent,23,70,95259
u,23,167,95259
weed,23,129,95259
comes,23,131,95259
secret,23,36,95259
spend,23,141,95259
any,23,130,95259
many,23,138,95259
shine,23,107,95259
alright,23,61,95259
wear,23,81,95259
rocking,23,58,95259
slow,23,147,95259
youll,23,161,95259
thinking,23,172,95259
bottom,22,59,95259
lock,22,50,95259
rather,22,91,95259
bought,22,103,95259
ah,22,100,95259
jealous,22,21,95259
behind,22,82,95259
fall,22,213,95259
town,22,113,95259
inside,22,135,95259
couldnt,22,111,95259
bone,22,40,95259
